"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PoolQC_f","MiscFeature_f","Condition2_f","YearRemodeDecile","MoSoldQtr","AgeofHouse","Time_Since_Remodel","num_ext_materials","num_basmt_materials","perc_2nd_1st_floor","perc_1st_tot_floor","perc_unf_bsmt","num_excellents","perc_openArea","predicted_price"
731,"120","RL",39,5389,"Missing","IR1","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1180,"Unf",1595,"GasA","Ex","Y","SBrkr",1616,0,1616,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","RFn",2,608,"TA","TA","Y",237,152,0,0,0,"No Fence",0,2010,"WD","Normal",236500,0,"0",1,"4","Q1",15,14,2,2,0,1,0.260188087774295,0.111111111111111,0.700129894228985,249133.233049511
732,"80","RL",73,9590,"Missing","IR1","Lvl","Corner","Gtl","Timber","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,"Gd","TA","PConc","Ex","TA","Av","GLQ",786,"Unf",868,"GasA","Ex","Y","SBrkr",1146,0,1146,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,438,"TA","TA","Y",160,22,0,0,0,"No Fence",0,2007,"WD","Normal",187500,0,"0",1,"4","Q2",4,4,1,2,0,1,0.0944700460829493,0.222222222222222,0.880500521376434,204102.113580607
733,"60","RL",75,11404,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",252,"Unf",1153,"GasA","Ex","Y","SBrkr",1153,0,2031,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,541,"TA","TA","Y",192,84,0,0,0,"No Fence",0,2008,"WD","Normal",222500,0,"0",1,"4","Q3",10,9,1,2,0.761491760624458,0.567700640078779,0.78143972246314,0.111111111111111,0.898895124517713,224784.261469617
734,"20","RL",80,10000,"Missing","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","1Fam",5,6,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Unf",864,"GasA","Ex","Y","SBrkr",1144,0,1144,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn",1,264,"TA","TA","Y",165,0,0,0,0,"GdWo",400,2009,"WD","Normal",131400,0,"1",1,"3","Q1",48,26,1,2,0,1,0.3125,0.111111111111111,0.8856,132128.910972359
735,"20","RL",69,8978,"Missing","IR1","Lvl","Corner","Gtl","Sawyer","Norm","1Fam",5,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",948,"GasA","TA","Y","SBrkr",948,0,948,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",1,300,"TA","TA","Y",147,0,0,0,0,"No Fence",0,2007,"WD","Family",108000,0,"0",1,"2","Q2",39,39,1,0,0,1,1,0,0.894408554243707,111707.535239179
736,"75","RM",60,10800,"Missing","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",7,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",880,"GasW","Fa","N","SBrkr",880,0,1768,0,0,1,1,2,1,"TA",6,"Typ",2,"TA","Detchd","Unf",2,320,"TA","TA","N",0,341,0,0,0,"No Fence",0,2006,"WD","Normal",163000,0,"0",1,"2","Q4",92,36,1,2,1.00909090909091,0.497737556561086,0.556818181818182,0,0.918518518518519,170378.321316363
737,"90","RL",60,8544,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex",3,4,"Gable","CompShg","Stucco","Stone","None",0,"TA","TA","CBlock","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","Gd","N","FuseF",1040,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",2,400,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",93500,0,"0",1,"1","Q3",56,56,2,-1,0,1,-1,0,0.878277153558052,83221.3395980671
738,"60","RL",72,10463,"Missing","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",893,"GasA","Ex","Y","SBrkr",901,0,1801,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",3,800,"TA","TA","Y",0,116,0,0,0,"No Fence",0,2006,"WD","Normal",239900,0,"0",1,"4","Q2",1,1,1,0,0.99889012208657,0.500277623542476,1,0.111111111111111,0.913887030488388,231991.118107144
740,"60","RL",65,9313,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",864,"GasA","Ex","Y","SBrkr",864,0,1728,0,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,572,"TA","TA","Y",187,56,0,0,0,"No Fence",0,2009,"WD","Normal",190000,0,"0",1,"4","Q2",5,5,1,0,1,0.5,1,0.111111111111111,0.907226457639858,194031.373380067
741,"70","RM",60,9600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",5,7,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",264,"GasA","Ex","Y","SBrkr",768,0,1432,0,0,2,0,2,1,"TA",7,"Typ",0,"No Fireplace","Detchd","Unf",2,360,"TA","Gd","Y",270,0,112,0,0,"GdPrv",0,2007,"WD","Abnorml",132000,0,"0",1,"4","Q2",97,5,2,0,0.864583333333333,0.536312849162011,1,0.111111111111111,0.92,121859.703675068
742,"20","RL",65,6768,"Missing","IR1","Lvl","Inside","Gtl","Sawyer","Feedr","1Fam",6,8,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","Mn","GLQ",832,"Unf",912,"GasA","Gd","Y","SBrkr",912,0,912,1,1,1,0,3,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",1,288,"TA","TA","Y",168,0,0,0,0,"GdPrv",0,2008,"WD","Normal",142000,0,"0",1,"4","Q2",47,12,1,2,0,1,0.087719298245614,0,0.865248226950355,143752.84585339
743,"20","RL",65,8450,"Missing","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",1349,"GasA","Ex","Y","SBrkr",1349,0,1349,0,0,2,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",2,539,"TA","TA","Y",120,55,0,0,0,"GdPrv",0,2007,"WD","Normal",179000,0,"0",1,"4","Q4",7,6,1,0,0,1,1,0.111111111111111,0.840355029585799,177984.32976017
744,"80","RL",70,12886,"Missing","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam",5,6,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",444,"Unf",520,"GasA","Ex","Y","SBrkr",1464,0,1464,0,1,2,0,3,1,"TA",6,"Min2",1,"TA","Attchd","RFn",2,480,"TA","TA","Y",302,0,0,0,100,"No Fence",0,2009,"WD","Normal",175000,0,"0",1,"4","Q4",46,10,1,2,0,1,0.146153846153846,0.111111111111111,0.886388328418439,158009.296591613
747,"60","RL",69,8795,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",952,"GasA","Ex","Y","SBrkr",980,0,2256,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn","Fin",2,554,"TA","TA","Y",224,54,0,0,0,"No Fence",0,2009,"WD","Normal",236000,0,"0",1,"4","Q2",9,9,1,2,1.30204081632653,0.434397163120567,0.684873949579832,0.111111111111111,0.888573052870949,231273.594004463
748,"70","RM",65,11700,"Pave","IR1","Lvl","Corner","Gtl","OldTown","Norm","1Fam",7,7,"Mansard","CompShg","Stucco","Stucco","None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,"Unf",1240,"GasW","TA","N","SBrkr",1320,0,2640,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd","Unf",4,864,"TA","TA","N",181,0,386,0,0,"No Fence",0,2009,"WD","Normal",265979,0,"0",1,"4","Q2",129,6,1,0,1,0.5,1,0,0.887179487179487,226372.376681248
749,"20","RL",59,10593,"Missing","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam",7,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",919,"Unf",1720,"GasA","Ex","Y","SBrkr",1720,0,1720,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,527,"TA","TA","Y",240,56,154,0,0,"No Fence",0,2010,"WD","Normal",260400,0,"0",1,"4","Q1",14,14,1,2,0,1,0.465697674418605,0.111111111111111,0.837628622675352,245627.092561438
750,"50","RL",50,8405,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",4,3,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"Wall","TA","N","FuseF",1088,0,1529,0,0,2,0,4,1,"TA",9,"Mod",0,"No Fireplace","Detchd","Unf",1,240,"TA","TA","N",92,0,185,0,0,"No Fence",0,2009,"WD","Normal",98000,0,"0",1,"1","Q2",64,59,2,-1,0.405330882352941,0.711576193590582,-1,0,0.870553242117787,86368.7906568915
751,"50","RM",55,8800,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam",4,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",576,"GasA","Gd","Y","SBrkr",792,0,1140,0,0,1,0,3,1,"TA",7,"Min2",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,160,0,0,0,"No Fence",0,2010,"WD","Normal",96500,0,"0",1,"4","Q2",100,6,1,0,0.439393939393939,0.694736842105263,1,0,0.91,92716.1642548318
752,"60","RL",69,7750,"Missing","Reg","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",660,"GasA","Ex","Y","SBrkr",660,0,1320,0,0,2,1,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","Fin",2,400,"TA","TA","Y",0,48,0,0,0,"No Fence",0,2007,"WD","Normal",162000,0,"0",1,"4","Q3",4,4,1,0,1,0.5,1,0.111111111111111,0.914838709677419,165545.368648468
753,"20","RL",79,9236,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","Gd","GLQ",1200,"Unf",1479,"GasA","Ex","Y","SBrkr",1494,0,1494,1,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,576,"TA","TA","Y",168,27,0,0,0,"No Fence",0,2006,"WD","Normal",217000,0,"0",1,"4","Q3",9,9,1,2,0,1,0.188640973630832,0.111111111111111,0.838241663057601,207478.033045207
754,"60","RL",80,10240,"Missing","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",1030,"GasA","Gd","Y","SBrkr",1038,0,2098,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","RFn",3,878,"TA","TA","Y",192,52,0,0,0,"No Fence",0,2006,"WD","Normal",275500,0,"0",1,"4","Q1",1,1,1,0,1.02119460500963,0.494756911344137,1,0.111111111111111,0.8986328125,283352.015942682
755,"20","RL",61,7930,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,8,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",439,"LwQ",1026,"GasA","Gd","Y","SBrkr",1026,0,1026,1,0,1,0,3,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","RFn",2,440,"TA","TA","Y",171,48,0,0,0,"No Fence",0,2009,"WD","Normal",156000,0,"0",1,"4","Q3",40,4,1,2,0,1,0.112085769980507,0,0.87061790668348,158931.194685502
756,"160","FV",34,3230,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE",6,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",894,"TA","TA","PConc","Gd","TA","No","GLQ",381,"Unf",729,"GasA","Gd","Y","SBrkr",742,0,1471,0,0,2,1,3,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",2,440,"TA","TA","Y",0,24,0,0,0,"No Fence",0,2009,"WD","Normal",172500,0,"0",1,"4","Q1",10,10,1,2,0.982479784366577,0.504418762746431,0.477366255144033,0,0.770278637770898,157403.524212658
758,"60","RL",69,11616,"Missing","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam",6,5,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",438,"Unf",672,"GasA","TA","Y","SBrkr",672,0,1386,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,440,"TA","TA","Y",335,0,0,0,0,"GdPrv",0,2010,"WD","Abnorml",158900,0,"0",1,"3","Q2",32,32,1,2,1.0625,0.484848484848485,0.348214285714286,0,0.942148760330578,151701.724785365
760,"60","RL",65,12257,"Missing","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","Av","LwQ",56,"ALQ",1318,"GasA","Ex","Y","SBrkr",1328,0,2531,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","RFn",3,752,"TA","TA","Y",222,98,0,0,0,"No Fence",0,2007,"WD","Normal",290000,0,"0",1,"4","Q4",12,12,1,2,0.905873493975904,0.524693796918214,0.908952959028832,0.111111111111111,0.891653748878192,292766.294493669
762,"30","RM",60,6911,"Missing","Reg","Lvl","FR2","Gtl","BrkSide","Feedr","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Mn","LwQ",405,"Unf",1145,"GasA","TA","Y","SBrkr",1301,0,1301,0,0,1,0,2,1,"Fa",5,"Min1",0,"No Fireplace","Detchd","Unf",2,440,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2009,"WD","Normal",100000,0,"0",1,"1","Q4",85,59,1,2,0,1,0.646288209606987,0,0.811749385038345,117779.466683253
763,"60","FV",72,8640,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",756,"GasA","Ex","Y","SBrkr",764,0,1547,0,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","Unf",2,614,"TA","TA","Y",169,45,0,0,0,"No Fence",0,2010,"Con","Normal",215200,0,"0",1,"4","Q2",1,1,1,2,1.02486910994764,0.493859082094376,0.968253968253968,0.111111111111111,0.911574074074074,210662.701658748
764,"60","RL",82,9430,"Missing","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",673,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1163,"Unf",1252,"GasA","Ex","Y","SBrkr",1268,0,2365,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",3,856,"TA","TA","Y",0,128,0,0,180,"No Fence",0,2009,"WD","Normal",337000,0,"0",1,"4","Q3",10,10,1,2,0.865141955835962,0.53615221987315,0.0710862619808307,0.111111111111111,0.865535524920467,310702.93528584
765,"120","RL",30,9549,"Missing","IR1","Lvl","CulDSac","Gtl","Veenker","Norm","TwnhsE",8,5,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",1494,"GasA","Ex","Y","SBrkr",1494,0,1494,1,0,1,1,2,1,"Ex",6,"Typ",1,"Gd","Attchd","Fin",2,481,"TA","TA","Y",0,30,0,0,216,"No Fence",0,2006,"WD","Normal",270000,0,"0",1,"4","Q2",11,10,1,2,0,1,0,0.222222222222222,0.843543826578699,246154.909683873
766,"20","RL",75,14587,"Missing","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam",9,5,"Gable","CompShg","VinylSd","VinylSd","Stone",284,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1498,"GasA","Ex","Y","SBrkr",1506,0,1506,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","Fin",2,592,"TA","TA","Y",0,174,0,0,0,"No Fence",0,2008,"New","Partial",264132,0,"0",1,"4","Q3",0,0,1,0,0,1,1,0.222222222222222,0.896757386714198,254957.723947669
769,"20","RL",70,9100,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",1860,"GasA","Ex","Y","SBrkr",1836,0,1836,0,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,484,"TA","TA","Y",120,33,0,0,0,"No Fence",0,2006,"WD","Normal",216837,0,"0",1,"4","Q4",2,1,1,2,0,1,0.987096774193548,0.111111111111111,0.798241758241758,224490.011098019
770,"60","RL",47,53504,"Missing","IR2","HLS","CulDSac","Mod","StoneBr","Norm","1Fam",8,5,"Hip","CompShg","CemntBd","Wd Shng","BrkFace",603,"Ex","TA","PConc","Gd","TA","Gd","ALQ",1416,"Unf",1650,"GasA","Ex","Y","SBrkr",1690,0,3279,1,0,3,1,4,1,"Ex",12,"Mod",1,"Gd","BuiltIn","Fin",3,841,"TA","TA","Y",503,36,0,0,210,"No Fence",0,2010,"WD","Normal",538000,0,"0",1,"4","Q2",7,7,2,2,0.940236686390533,0.515401036901494,0.141818181818182,0.333333333333333,0.968413576555024,480279.666641762
772,"20","RL",67,8877,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",4,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","Fa","No","LwQ",836,"Unf",836,"GasA","TA","Y","FuseF",1220,0,1220,0,0,1,0,2,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",2,396,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"COD","Normal",102000,0,"0",1,"2","Q2",55,55,1,2,0,1,0,0,0.862566182268784,112338.898591714
773,"80","RL",94,7819,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",6,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",1029,"GasA","TA","Y","SBrkr",1117,0,1117,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Detchd","Unf",2,672,"TA","TA","Y",144,0,0,0,0,"MnPrv",0,2010,"WD","Abnorml",107000,0,"0",1,"3","Q1",34,34,1,2,0,1,0.466472303206997,0,0.857142857142857,134409.604151933
774,"20","RL",70,10150,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,"TA","TA","CBlock","TA","TA","No","Rec",456,"Unf",912,"GasA","Ex","Y","FuseA",912,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Attchd","RFn",1,275,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2007,"COD","Normal",114500,0,"0",1,"2","Q3",49,49,1,2,0,1,0.5,0.111111111111111,0.910147783251232,111946.451989145
775,"20","RL",110,14226,"Missing","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1935,"GasA","Gd","Y","SBrkr",1973,0,1973,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd","Fin",3,895,"TA","TA","Y",315,45,0,0,0,"No Fence",0,2007,"New","Partial",395000,0,"0",1,"4","Q3",1,1,1,0,0,1,1,0,0.861310276957683,293225.096888326
777,"20","RL",86,11210,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",1614,"GasA","Ex","Y","SBrkr",1614,0,1614,0,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",3,865,"TA","TA","Y",144,59,0,0,0,"No Fence",0,2006,"New","Partial",221500,0,"0",1,"4","Q3",1,0,1,2,0,1,0.987608426270136,0.111111111111111,0.856021409455843,228021.307210308
778,"20","RL",100,13350,"Missing","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam",5,5,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",762,"Unf",864,"GasA","TA","Y","SBrkr",894,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Attchd","Unf",2,440,"TA","TA","Y",241,0,0,0,0,"MnPrv",0,2006,"WD","Normal",142500,0,"0",1,"3","Q2",32,32,2,2,0,1,0.118055555555556,0,0.933033707865169,133362.989734464
779,"90","RH",60,8400,"Missing","Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Duplex",5,5,"Gable","CompShg","Plywood","Plywood","BrkFace",320,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","TA","Y","SBrkr",2020,0,2020,0,0,2,0,4,2,"TA",10,"Typ",2,"TA","Detchd","Unf",2,630,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2007,"WD","Normal",144000,0,"0",1,"3","Q4",30,30,1,-1,0,1,-1,0,0.759523809523809,144194.503536273
780,"90","RL",78,10530,"Missing","Reg","Lvl","Inside","Gtl","Mitchel","Norm","Duplex",6,5,"Gable","CompShg","Plywood","ImStucc","BrkFace",90,"TA","TA","CBlock","Gd","TA","Gd","GLQ",975,"Unf",975,"GasA","TA","Y","SBrkr",1004,0,1004,1,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","Attchd","Unf",2,504,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",135000,0,"0",1,"3","Q2",29,29,2,2,0,1,0,0,0.904653371320038,144571.117142385
782,"60","RL",65,7153,"Missing","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",387,"Unf",761,"GasA","Ex","Y","SBrkr",810,0,1603,0,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,484,"TA","TA","Y",0,124,0,0,0,"No Fence",0,2006,"WD","Normal",175900,0,"0",1,"4","Q3",14,14,1,2,0.979012345679012,0.505302557704304,0.491458607095926,0.111111111111111,0.886760799664476,173744.105233739
783,"20","RL",67,16285,"Missing","IR2","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1413,"GasA","Ex","Y","SBrkr",1430,0,1430,0,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,605,"TA","TA","Y",0,33,0,0,0,"No Fence",0,2009,"WD","Normal",187100,0,"0",1,"4","Q2",8,7,1,0,0,1,1,0.111111111111111,0.912189131102241,190983.589776999
787,"50","RM",60,10800,"Missing","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",686,"Unf",686,"GasA","TA","Y","SBrkr",966,0,1652,1,0,2,0,4,1,"TA",7,"Typ",0,"No Fireplace","Detchd","Unf",1,416,"TA","TA","Y",0,0,196,0,0,"No Fence",1200,2010,"WD","Normal",139000,0,"1",1,"1","Q2",95,60,1,2,0.710144927536232,0.584745762711864,0,0,0.910555555555556,128034.345018088
788,"60","RL",76,10142,"Missing","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",656,"Unf",956,"GasA","Ex","Y","SBrkr",956,0,2084,1,0,2,1,4,1,"Gd",8,"Typ",0,"No Fireplace","BuiltIn","RFn",2,618,"TA","TA","Y",0,45,0,0,0,"No Fence",0,2010,"WD","Normal",233000,0,"0",1,"4","Q1",6,6,1,2,1.17991631799163,0.45873320537428,0.313807531380753,0.111111111111111,0.905738513113784,222935.573327618
790,"60","RL",69,12205,"Missing","IR1","Low","Inside","Gtl","ClearCr","Norm","1Fam",6,8,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",832,"GasA","Gd","Y","SBrkr",976,0,2087,0,0,2,1,5,1,"Gd",9,"Typ",0,"No Fireplace","Attchd","Fin",2,444,"TA","TA","Y",133,168,0,0,0,"No Fence",0,2007,"WD","Normal",187500,0,"0",1,"4","Q3",41,0,1,2,1.13831967213115,0.467656923814087,0.317307692307692,0,0.920032773453503,211880.510876883
791,"120","RL",43,3182,"Missing","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,"Gd","TA","PConc","Gd","TA","No","GLQ",16,"Unf",1145,"GasA","Ex","Y","SBrkr",1145,0,1145,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,397,"TA","TA","Y",100,16,0,0,0,"No Fence",0,2009,"WD","Normal",160200,0,"0",1,"4","Q3",4,3,1,2,0,1,0.986026200873362,0.111111111111111,0.640163419233187,167514.013668798
